experiment,game,method,init_p1,init_p2,success,final_coop_min
basin,stag_hunt,meta_mapg,0.635,0.5900000000000001,1,0.9647019844126705
basin,stag_hunt,meta_mapg,0.635,0.635,1,0.9651837899753222
basin,stag_hunt,meta_mapg,0.635,0.68,1,0.9661303116337725
basin,stag_hunt,meta_mapg,0.635,0.725,1,0.9599655952684956
basin,stag_hunt,meta_mapg,0.635,0.77,1,0.9655439243382913
basin,stag_hunt,meta_mapg,0.635,0.8150000000000001,1,0.9601492310757634
basin,stag_hunt,meta_mapg,0.635,0.86,1,0.9721047340944472
basin,stag_hunt,meta_mapg,0.635,0.905,1,0.9699788759388748
basin,stag_hunt,meta_mapg,0.635,0.95,1,0.9671410947588255
basin,stag_hunt,meta_mapg,0.68,0.05,0,0.011410782993409871
basin,stag_hunt,meta_mapg,0.68,0.095,0,0.013344259172493596
basin,stag_hunt,meta_mapg,0.68,0.14,0,0.014709818828122133
basin,stag_hunt,meta_mapg,0.68,0.185,0,0.01642628077287553
basin,stag_hunt,meta_mapg,0.68,0.22999999999999998,0,0.01564021370789655
basin,stag_hunt,meta_mapg,0.68,0.27499999999999997,0,0.018299457952045545
basin,stag_hunt,meta_mapg,0.68,0.32,1,0.9580428829113502
basin,stag_hunt,meta_mapg,0.68,0.365,1,0.9510671423249855
basin,stag_hunt,meta_mapg,0.68,0.41,1,0.9671818368015803
basin,stag_hunt,meta_mapg,0.68,0.45499999999999996,1,0.9596202523455039
basin,stag_hunt,meta_mapg,0.68,0.49999999999999994,1,0.9549501680013628
basin,stag_hunt,meta_mapg,0.68,0.545,1,0.9579061021986854
basin,stag_hunt,meta_mapg,0.68,0.5900000000000001,1,0.9679944910277375
basin,stag_hunt,meta_mapg,0.68,0.635,1,0.9679615156392282
basin,stag_hunt,meta_mapg,0.68,0.68,1,0.968095534020502
basin,stag_hunt,meta_mapg,0.68,0.725,1,0.9646741949351152
basin,stag_hunt,meta_mapg,0.68,0.77,1,0.9722136318006883
basin,stag_hunt,meta_mapg,0.68,0.8150000000000001,1,0.9728086971008479
basin,stag_hunt,meta_mapg,0.68,0.86,1,0.9730200553547861
basin,stag_hunt,meta_mapg,0.68,0.905,1,0.9779273330375736
basin,stag_hunt,meta_mapg,0.68,0.95,1,0.9679885226783028
basin,stag_hunt,meta_mapg,0.725,0.05,0,0.011769323037436698
basin,stag_hunt,meta_mapg,0.725,0.095,0,0.01390257976568638
basin,stag_hunt,meta_mapg,0.725,0.14,0,0.014826461709586637
basin,stag_hunt,meta_mapg,0.725,0.185,0,0.016338812698017475
basin,stag_hunt,meta_mapg,0.725,0.22999999999999998,0,0.01575293683137563
basin,stag_hunt,meta_mapg,0.725,0.27499999999999997,0,0.018332576647378192
basin,stag_hunt,meta_mapg,0.725,0.32,1,0.9516378026319188
basin,stag_hunt,meta_mapg,0.725,0.365,0,0.025174354209084603
basin,stag_hunt,meta_mapg,0.725,0.41,1,0.959213231507755
basin,stag_hunt,meta_mapg,0.725,0.45499999999999996,1,0.9543370996239556
basin,stag_hunt,meta_mapg,0.725,0.49999999999999994,1,0.9594592821620118
basin,stag_hunt,meta_mapg,0.725,0.545,1,0.9621594008881825
basin,stag_hunt,meta_mapg,0.725,0.5900000000000001,1,0.9610074902985078
basin,stag_hunt,meta_mapg,0.725,0.635,1,0.9620109740473117
basin,stag_hunt,meta_mapg,0.725,0.68,1,0.971766031439533
basin,stag_hunt,meta_mapg,0.725,0.725,1,0.9625794835959318
basin,stag_hunt,meta_mapg,0.725,0.77,1,0.9684331923441537
basin,stag_hunt,meta_mapg,0.725,0.8150000000000001,1,0.9610033591030637
basin,stag_hunt,meta_mapg,0.725,0.86,1,0.9665389385110191
basin,stag_hunt,meta_mapg,0.725,0.905,1,0.9721578760916146
basin,stag_hunt,meta_mapg,0.725,0.95,1,0.9729855394851227
basin,stag_hunt,meta_mapg,0.77,0.05,0,0.012100170771635832
basin,stag_hunt,meta_mapg,0.77,0.095,0,0.01445427955468594
basin,stag_hunt,meta_mapg,0.77,0.14,0,0.014905571465864147
basin,stag_hunt,meta_mapg,0.77,0.185,0,0.020177542522893836
basin,stag_hunt,meta_mapg,0.77,0.22999999999999998,0,0.018521632409978832
basin,stag_hunt,meta_mapg,0.77,0.27499999999999997,1,0.9512464884272479
basin,stag_hunt,meta_mapg,0.77,0.32,1,0.9464481033008069
basin,stag_hunt,meta_mapg,0.77,0.365,1,0.9650679790215522
basin,stag_hunt,meta_mapg,0.77,0.41,1,0.9564654654849736
basin,stag_hunt,meta_mapg,0.77,0.45499999999999996,1,0.9648273036478007
basin,stag_hunt,meta_mapg,0.77,0.49999999999999994,1,0.9652821753904423
basin,stag_hunt,meta_mapg,0.77,0.545,1,0.9666735268705494
basin,stag_hunt,meta_mapg,0.77,0.5900000000000001,1,0.9713991062705546
basin,stag_hunt,meta_mapg,0.77,0.635,1,0.9672555979550064
basin,stag_hunt,meta_mapg,0.77,0.68,1,0.9664859834119814
basin,stag_hunt,meta_mapg,0.77,0.725,1,0.9648305902289884
basin,stag_hunt,meta_mapg,0.77,0.77,1,0.9704546709861879
basin,stag_hunt,meta_mapg,0.77,0.8150000000000001,1,0.971097743013212
basin,stag_hunt,meta_mapg,0.77,0.86,1,0.9758591024826999
basin,stag_hunt,meta_mapg,0.77,0.905,1,0.9712563545629233
basin,stag_hunt,meta_mapg,0.77,0.95,1,0.9679524632806208
basin,stag_hunt,meta_mapg,0.8150000000000001,0.05,0,0.013249274710135575
basin,stag_hunt,meta_mapg,0.8150000000000001,0.095,0,0.01369921528982069
basin,stag_hunt,meta_mapg,0.8150000000000001,0.14,0,0.01573763296205067
basin,stag_hunt,meta_mapg,0.8150000000000001,0.185,0,0.01881568426877342
basin,stag_hunt,meta_mapg,0.8150000000000001,0.22999999999999998,1,0.9505231562926528
basin,stag_hunt,meta_mapg,0.8150000000000001,0.27499999999999997,0,0.03204111407275172
basin,stag_hunt,meta_mapg,0.8150000000000001,0.32,1,0.9601115794199301
basin,stag_hunt,meta_mapg,0.8150000000000001,0.365,1,0.9557155801697755
basin,stag_hunt,meta_mapg,0.8150000000000001,0.41,1,0.9616823690616757
basin,stag_hunt,meta_mapg,0.8150000000000001,0.45499999999999996,1,0.9544770070162839
basin,stag_hunt,meta_mapg,0.8150000000000001,0.49999999999999994,1,0.9629432239547813
basin,stag_hunt,meta_mapg,0.8150000000000001,0.545,1,0.959695991063331
basin,stag_hunt,meta_mapg,0.8150000000000001,0.5900000000000001,1,0.9663732349463459
basin,stag_hunt,meta_mapg,0.8150000000000001,0.635,1,0.9712351321299277
basin,stag_hunt,meta_mapg,0.8150000000000001,0.68,1,0.9705974835662226
basin,stag_hunt,meta_mapg,0.8150000000000001,0.725,1,0.9733324358738796
basin,stag_hunt,meta_mapg,0.8150000000000001,0.77,1,0.9716229597695571
basin,stag_hunt,meta_mapg,0.8150000000000001,0.8150000000000001,1,0.9692664738748117
basin,stag_hunt,meta_mapg,0.8150000000000001,0.86,1,0.9721175604071858
basin,stag_hunt,meta_mapg,0.8150000000000001,0.905,1,0.9705961946080377
basin,stag_hunt,meta_mapg,0.8150000000000001,0.95,1,0.9764755063814786
basin,stag_hunt,meta_mapg,0.86,0.05,0,0.01316201889705242
basin,stag_hunt,meta_mapg,0.86,0.095,0,0.014814941365288626
basin,stag_hunt,meta_mapg,0.86,0.14,0,0.019116405487978216
basin,stag_hunt,meta_mapg,0.86,0.185,1,0.9402831535553434
basin,stag_hunt,meta_mapg,0.86,0.22999999999999998,0,0.019791122667971277
basin,stag_hunt,meta_mapg,0.86,0.27499999999999997,1,0.9528986735696758
basin,stag_hunt,meta_mapg,0.86,0.32,1,0.9612119431646883
basin,stag_hunt,meta_mapg,0.86,0.365,1,0.9680674301397671
basin,stag_hunt,meta_mapg,0.86,0.41,1,0.9621253163547271
basin,stag_hunt,meta_mapg,0.86,0.45499999999999996,1,0.9657463949667202
basin,stag_hunt,meta_mapg,0.86,0.49999999999999994,1,0.9583399670630819
basin,stag_hunt,meta_mapg,0.86,0.545,1,0.9723105748378911
basin,stag_hunt,meta_mapg,0.86,0.5900000000000001,1,0.964766115777089
basin,stag_hunt,meta_mapg,0.86,0.635,1,0.9654193347133
basin,stag_hunt,meta_mapg,0.86,0.68,1,0.9711597604258448
basin,stag_hunt,meta_mapg,0.86,0.725,1,0.9695319066731657
basin,stag_hunt,meta_mapg,0.86,0.77,1,0.9699516320503906
basin,stag_hunt,meta_mapg,0.86,0.8150000000000001,1,0.9700841993896854
basin,stag_hunt,meta_mapg,0.86,0.86,1,0.9701164116914011
basin,stag_hunt,meta_mapg,0.86,0.905,1,0.976891106063421
basin,stag_hunt,meta_mapg,0.86,0.95,1,0.9779188621329094
basin,stag_hunt,meta_mapg,0.905,0.05,0,0.01392626182584084
basin,stag_hunt,meta_mapg,0.905,0.095,0,0.018048649617013388
basin,stag_hunt,meta_mapg,0.905,0.14,0,0.020788622639942148
basin,stag_hunt,meta_mapg,0.905,0.185,1,0.9536825758030367
basin,stag_hunt,meta_mapg,0.905,0.22999999999999998,1,0.9360263888290532
basin,stag_hunt,meta_mapg,0.905,0.27499999999999997,1,0.9634632193446996
basin,stag_hunt,meta_mapg,0.905,0.32,1,0.9631146727554866
basin,stag_hunt,meta_mapg,0.905,0.365,1,0.9645820703130713
basin,stag_hunt,meta_mapg,0.905,0.41,1,0.9667706867152697
basin,stag_hunt,meta_mapg,0.905,0.45499999999999996,1,0.9677464730992211
basin,stag_hunt,meta_mapg,0.905,0.49999999999999994,1,0.9697085047913475
basin,stag_hunt,meta_mapg,0.905,0.545,1,0.970838491630916
basin,stag_hunt,meta_mapg,0.905,0.5900000000000001,1,0.9692662147441973
basin,stag_hunt,meta_mapg,0.905,0.635,1,0.9689119260735417
basin,stag_hunt,meta_mapg,0.905,0.68,1,0.9730471418928194
basin,stag_hunt,meta_mapg,0.905,0.725,1,0.973942684724284
basin,stag_hunt,meta_mapg,0.905,0.77,1,0.9729207486224538
basin,stag_hunt,meta_mapg,0.905,0.8150000000000001,1,0.9705851831253919
basin,stag_hunt,meta_mapg,0.905,0.86,1,0.9792024423241945
basin,stag_hunt,meta_mapg,0.905,0.905,1,0.9714757179405473
basin,stag_hunt,meta_mapg,0.905,0.95,1,0.9766592854342794
basin,stag_hunt,meta_mapg,0.95,0.05,0,0.017234313063942238
basin,stag_hunt,meta_mapg,0.95,0.095,0,0.020305567384663294
basin,stag_hunt,meta_mapg,0.95,0.14,1,0.9464825241241628
basin,stag_hunt,meta_mapg,0.95,0.185,1,0.9560721431341095
basin,stag_hunt,meta_mapg,0.95,0.22999999999999998,1,0.959245714210125
basin,stag_hunt,meta_mapg,0.95,0.27499999999999997,1,0.9661674339699401
basin,stag_hunt,meta_mapg,0.95,0.32,1,0.9726924163979069
basin,stag_hunt,meta_mapg,0.95,0.365,1,0.9690912379548081
basin,stag_hunt,meta_mapg,0.95,0.41,1,0.9677765611046442
basin,stag_hunt,meta_mapg,0.95,0.45499999999999996,1,0.9616974002151968
basin,stag_hunt,meta_mapg,0.95,0.49999999999999994,1,0.9714118968768987
basin,stag_hunt,meta_mapg,0.95,0.545,1,0.9686627833247186
basin,stag_hunt,meta_mapg,0.95,0.5900000000000001,1,0.967632916877476
basin,stag_hunt,meta_mapg,0.95,0.635,1,0.9725940236541627
basin,stag_hunt,meta_mapg,0.95,0.68,1,0.9726952509256739
basin,stag_hunt,meta_mapg,0.95,0.725,1,0.9724497800162857
basin,stag_hunt,meta_mapg,0.95,0.77,1,0.9694517359810558
basin,stag_hunt,meta_mapg,0.95,0.8150000000000001,1,0.9753496377568603
basin,stag_hunt,meta_mapg,0.95,0.86,1,0.9741800833674383
basin,stag_hunt,meta_mapg,0.95,0.905,1,0.9790815377688882
basin,stag_hunt,meta_mapg,0.95,0.95,1,0.9808131713984665
