label,method,schedule,seed,final_coop_min,second_half_coop_mean,second_half_coop_std,success,final_lambda
meta_mapg_two_phase,meta_mapg,two_phase,11,0.006996541025253635,0.009197664046141621,0.001581501846518212,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,12,0.9806916676833136,0.9755051946223554,0.003164335215740517,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,13,0.985253110205223,0.9813923227096346,0.002497419436297289,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,14,0.007059742464931096,0.009280480164817837,0.0016049726446253506,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,15,0.982890830946973,0.97738174535319,0.004218054006174556,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,16,0.9786654108446257,0.9648722233722385,0.010235326910885821,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,17,0.006588970076900854,0.00848439593789477,0.0013402348637736896,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,18,0.007148311773295766,0.00944512690842251,0.0016579470107033144,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,19,0.00625054750134262,0.007923380953102356,0.001176368755816618,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,20,0.9834017686645329,0.9778891802075803,0.004312779032917507,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,21,0.9829899857465583,0.9756935831653692,0.005377103085301471,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,22,0.9806772438745257,0.9733542838439355,0.006001623661211793,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,23,0.006974380277813919,0.009053450293831557,0.0014883570689795695,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,24,0.012412420173073018,0.022331528277444102,0.008994300809822758,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,25,0.007227337583133157,0.009571363370582245,0.0017160722639132766,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,26,0.9822979074630389,0.9734660830403432,0.007279314382020153,1,0.4135736630047511
